RT_audience_perc,RT_audience_rating,RT_consensus,RT_perc,RT_rating,awards,imdb_id,imdb_rating,metascore,plot,poster,release_date,release_year,Title
79,3.5,"Thanks to a smart script, spectacular set pieces, and charismatic performances from its leads, Men in Black is an entirely satisfying summer blockbuster hit.",92,7.4,Won 1 Oscar. Another 18 wins & 39 nominations.,tt0119654,7.3,71,"Based off of the comic book. Unbeknownst to other people, there is a private agency code named MiB. This agency is some kind of extra terrestrial surveillance corporation. Then, one of the agency's finest men only going by the name ""K"" (Tommy Lee Jones) , is recruiting for a new addition to the agency. He has chosen James Edwards (Will Smith) of the N.Y.P.D. Then, one day, a flying saucer crashes into Earth. This was an alien a part of the ""Bug"" race. He takes the body of a farmer (Vincent D'Onofrio) and heads to New York. He is searching for a super energy source called ""The Galaxy"". Now, Agents J and K must stop the bug before it can escape with the galaxy.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzA2MzI5Nzc0N15BMl5BanBnXkFtZTcwODE2NDU2MQ@@._V1_SX300.jpg,02 Jul 1997,1997,Men in Black
45,3.1,"Lacking the freshness of the first movie, MIB 2 recycles elements from its predecessor with mixed results.",39,5.3,4 wins & 12 nominations.,tt0120912,6.1,49,Agent J needs help so he is sent to find Agent K and restore his memory.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_SX300.jpg,03 Jul 2002,2002,Men in Black II
70,3.8,"It isn't exactly a persuasive argument for the continuation of the franchise, but Men in Black III is better than its predecessor and manages to exceed expectations.",68,6.0,1 win & 11 nominations.,tt1409024,6.8,58,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_SX300.jpg,25 May 2012,2012,Men in Black III
27,2.3,"Though original and full of bizarre visuals, Monkeybone is too shapeless a movie, with unengaging characters and random situations that fail to build up laughs.",20,3.9,3 nominations.,tt0166276,4.7,40,"In a coma, Stu Miley a cartoonist who created a comic strip called Monkeybone which features a rascal monkey. He finds himself trapped within his own underground creation and must find a way to get back, while racing against his popular but treacherous character, Monkeybone. Naturally, Monkeybone himself is there, and he and Stu quickly start fighting like cats and dogs. When Stu realizes that his sister, due to a pact they once made, is preparing to pull the plug on him, Stu makes a deal with Hypnos, the god of sleep, to help him steal a golden ticket from Death himself. But when Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5ODUyNzU5NV5BMl5BanBnXkFtZTYwMTY5Mjg5._V1_SX300.jpg,23 Feb 2001,2001,Monkeybone
57,2.9,"Absurd characters and quirky gags are brought to life by a talented cast, providing this superhero spoof with lots of laughs.",60,5.7,3 nominations.,tt0132347,6.0,65,"In order to generate more endorsement revenue, Champion City's resident superhero Captain Amazing arranges for the release of supervillain Casanova Frankenstein, only to be captured by him. The city's fate rests in the hands of seven loser superhero wannabes: the spoon-flinging Blue Rajah, the shovel-wielding Shoveler, the possessed bowling ball-hurling Bowler, the flatulent Spleen, the only-when-nobody's-looking Invisible Boy, the mysterious Sphinx, and the perpetually-angry Mr. Furious.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjM0NTIzN15BMl5BanBnXkFtZTcwNTg4MjEyMQ@@._V1_SX300.jpg,06 Aug 1999,1999,Mystery Men
61,3.5,"Visually striking but thinly scripted, Oblivion benefits greatly from its strong production values and an excellent performance from Tom Cruise.",53,5.9,11 nominations.,tt1483013,7.0,54,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX300.jpg,19 Apr 2013,2013,Oblivion
30,2.4,"The script gives Billy Zane little to work with, and thus he plays the Phantom as a friendly but completely one-dimensional hero.",41,5.2,2 wins.,tt0117331,4.9,N/A,"Four hundred years ago, a young boy witnessed his father's death during an attack on their ship by the bloodthirsty Sengh Brotherhood. He was washed ashore on Bengalla Island where he swore to devote his life to bring down piracy, greed, cruelty and injustice. He became The Phantom, a masked avenger whose role was passed down for father to son, leading people to believe in an immortal figure called ""The Ghost Who Walks"". The 21st successor to the role of Bengalla's resident superhero must travel to New York City to prevent a power-hungry businessman from obtaining three magic skulls that would give him the secret to ultimate power.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyOTYwNTQ4Nl5BMl5BanBnXkFtZTcwNzIyNjAyMQ@@._V1_SX300.jpg,07 Jun 1996,1996,The Phantom
57,3.1,"It plays like an extended episode, but The Powerpuff Girls Movie is still lots of fun.",63,6.1,N/A,tt0289408,6.5,65,The movie shows the origin of the Powerpuff Girls before the cartoon series. It explains why they were born and why they dedicated their lives to fighting crime and the forces of evil.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NTY0NjQ5OF5BMl5BanBnXkFtZTYwMTE3NTY3._V1_SX300.jpg,03 Jul 2002,2002,The Powerpuff Girls Movie
56,2.7,N/A,50,4.7,1 nomination.,tt0113820,5.1,N/A,"Six teenagers Tommy, Kimberly, Adam, Billy, Rocky and Aisha have discovered the power to fight the forces of evil. A giant egg is unearthed in Angel Grove. Lord Zedd and Rita Repulsa investigate the egg, and release the creature inside - Ivan Ooze, whom Zordon had trapped him inside the egg six thousand years ago. Once released, Ooze left to seek revenge on Zordon. And now Zordon in his crystalline deathbed is dying because he has no power, without the power then Zordon of Eltar will never existed. Now the fate of the universe is in their hands. But this time the Power Rangers head for a distant planet to meet up with a bikini-clad warrior babe named Dulcea who imparts ancient wisdom and power. But now that they have their powers back and becomes Power Rangers once more they will now get back to business and defeat Ivan Ooze at all costs.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NDc4MjU2NV5BMl5BanBnXkFtZTcwNzY4NjUyMQ@@._V1_SX300.jpg,30 Jun 1995,1995,Mighty Morphin' Power Rangers
46,3.1,"Sleek and stylish, but those qualities are wasted on a dull, derivative blend of sci-fi, action, and horror.",15,3.9,3 nominations.,tt0822847,5.7,41,"PRIEST, a post-apocalyptic sci-fi thriller, is set in an alternate world -- one ravaged by centuries of war between man and vampires. The story revolves around a legendary Warrior Priest from the last Vampire War who now lives in obscurity among the other downtrodden human inhabitants in walled-in dystopian cities ruled by the Church. When his niece is abducted by a murderous pack of vampires, Priest breaks his sacred vows to venture out on a quest to find her before they turn her into one of them. He is joined on his crusade by his niece's boyfriend, a trigger-fingered young wasteland sheriff, and a former Warrior Priestess who possesses otherworldly fighting skills.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_SX300.jpg,13 May 2011,2011,Priest
N/A,N/A,N/A,N/A,N/A,N/A,tt0360307,5.8,N/A,The adventures of the poor little rich boy and his friends.,http://ia.media-imdb.com/images/M/MV5BMTIyMDcyNzM2N15BMl5BanBnXkFtZTcwMDA4NjEyMQ@@._V1_SX300.jpg,01 Sep 1996,1996–,Richie Rich
38,3.0,It has its moments -- most of them courtesy of Jeff Bridges' rootin' tootin' performance as an undead Wild West sheriff -- but R.I.P.D. is ultimately too dim-witted and formulaic to satisfy.,13,3.6,N/A,tt0790736,5.6,25,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5OTYxNzE5N15BMl5BanBnXkFtZTcwMDU1MTQ4OQ@@._V1_SX300.jpg,19 Jul 2013,2013,RIPD
86,3.6,"Somber, stately, and beautifully mounted, Sam Mendes' Road to Perdition is a well-crafted mob movie that explores the ties between fathers and sons.",81,7.5,Won 1 Oscar. Another 20 wins & 75 nominations.,tt0257044,7.7,72,"1931. Mike Sullivan and Connor Rooney are two henchmen of elderly Chicago-based Irish-American mobster John Rooney, Connor's father. In many respects, John treats Mike more as his son, who he raised as his own after Mike was orphaned, than the volatile Connor, who nonetheless sees himself as the heir apparent to the family business. One evening, Mike's eldest son, twelve year old Michael Sullivan Jr., who has no idea what his father does for a living, witnesses Connor and his father gun down an associate and his men, the situation gone wrong initiated from an action by Connor. Caught witnessing the incident, Michael is sworn to secrecy about what he saw. Regardless, Connor, not wanting any loose ends, makes an attempt to kill Mike, his wife and their two sons. Mike and the surviving members of his family know that they need to go on the run as Connor, who has gone into hiding, will be protected through mob loyalty, especially by John, who cannot turn on his own flesh and blood. Still, Mike has to figure out a way for retribution for what Connor did, while still protecting him and his family, not only from Connor, but from John and his fellow associates. Through it all, Mike wants those in his family that had no say in what he chose as a living, to have some redemption for their eternal souls.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MDM4ODM0Ml5BMl5BanBnXkFtZTYwNDE3MjU3._V1_SX300.jpg,12 Jul 2002,2002,Road to Perdition
64,3.0,"An action-packed, if anachronistic, look back at pulp matinee serials, The Rocketeer may ring hollow with viewers expecting more than simple fun and gee-whiz special effects.",62,5.9,1 win & 5 nominations.,tt0102803,6.4,62,"Straight from the pages of a pulp comic from a past era, the Rocketeer recreates 1930's Hollywood, complete with gangsters, Nazi spies, and the growth of the Age of Aviation. Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, Peevy, he attempts to save his girl and stop the Nazis as The Rocketeer.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzEyMjI2OTQxOF5BMl5BanBnXkFtZTcwODUxMjEyMQ@@._V1_SX300.jpg,21 Jun 1991,1991,The Rocketeer
83,4.0,"Its script may not be as dazzling as its eye-popping visuals, but Scott Pilgrim vs. the World is fast, funny, and inventive.",81,7.5,17 wins & 58 nominations.,tt0446029,7.5,69,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNTczNTMyOF5BMl5BanBnXkFtZTcwNzUxOTUyMw@@._V1_SX300.jpg,13 Aug 2010,2010,Scott Pilgrim vs the World
84,4.0,"Stylish, subversive, and above all fun, Kingsman: The Secret Service finds director Matthew Vaughn sending up the spy genre with gleeful abandon.",74,6.8,6 wins & 19 nominations.,tt2802144,7.7,58,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SX300.jpg,13 Feb 2015,2014,Kingsman: The Secret Service
44,2.7,"Bringing a classic pulp character to the big screen, The Shadow features impressive visual effects, but the story ultimately fails to strike a memorable chord.",35,4.6,4 nominations.,tt0111143,6.0,N/A,"Based on the 1930's pulp fiction and radio drama series, the film pits the hero against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NTY0NDE4N15BMl5BanBnXkFtZTcwMjE0MjAwMQ@@._V1_SX300.jpg,01 Jul 1994,1994,The Shadow
78,3.3,"Visually groundbreaking and terrifically violent, Sin City brings the dark world of Frank Miller's graphic novel to vivid life.",78,7.5,31 wins & 47 nominations.,tt0401792,8.1,74,"Four tales of crime adapted from Frank Miller's popular comics, focusing around a muscular brute who's looking for the person responsible for the death of his beloved Goldie, a man fed up with Sin City's corrupt law enforcement who takes the law into his own hands after a horrible mistake, a cop who risks his life to protect a girl from a deformed pedophile, and a hitman looking to make a little cash.",https://images-na.ssl-images-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,01 Apr 2005,2005,Sin City
44,3.3,"A Dame to Kill For boasts the same stylish violence and striking visual palette as the original Sin City, but lacks its predecessor's brutal impact.",43,5.4,3 wins & 6 nominations.,tt0458481,6.5,46,"Marv is unconscious on a highway surrounded by corpses. When he awakes, he has amnesia and tries to recall his last steps from the Kadie's saloon on the Saturday night. He recalls that he found four playboys burning a homeless man alive and defended the poor man. Marv hunts them down and kills the group. The cocky gambler Johnny hits jackpot in slot machines in the Kadie's saloon and invites the waitress Marcie to go with him to play poker game against the powerful Senator Roark. He wins the game and suffers the consequence of his arrogance. The private detective Dwight McCarthy is contacted by his former lover Ava Lord that asks to meet him at the Kadie's saloon. Ava asks him for forgiveness for leaving him to marry the wealthy Damian Lord. However her strong chauffeur Manute takes her home. Dwight snoops around Ava's house but is found and beaten by Manute and the bodyguards. When he returns home, Ava is waiting for him naked in the bed and seduces him again. Then she tells that Damian and Manute torture her and soon she will be killed. Once again Manute takes Ava with him and hits Dwight that invites Marv to help him to rescue Ava. Damian denies the accusation but Dwight beats him to death while Marv tear Manute's eye out. But soon Dwight finds that he was lured by Ava that shoots him. Marv rescues Dwight and takes him to the Old Town where Dwight finds his former lover Gail that helps him to recover while Dwight plots revenge against Ava.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5ODYwNjgxMF5BMl5BanBnXkFtZTgwMTcwNzAyMjE@._V1_SX300.jpg,22 Aug 2014,2014,Sin City: A Dame to Kill For
57,3.0,"This highly derivative superhero coming-of-age flick is moderately entertaining, family-friendly fluff.",73,6.5,1 nomination.,tt0405325,6.2,62,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",https://images-na.ssl-images-amazon.com/images/M/MV5BZjA2NmY1OTQtMjE4Mi00NGRkLWFmODUtM2Q3ZTRlYjZhNWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,29 Jul 2005,2005,Sky High
72,3.7,Snowpiercer offers an audaciously ambitious action spectacular for filmgoers numb to effects-driven blockbusters.,95,8.1,19 wins & 94 nominations.,tt1706620,7.0,84,"Set in 2031, the entire world is frozen except for those aboard the Snowpiercer. For 17 years, the world's survivors are on a train hurtling around the globe creating their own economy and class system. Led by Curtis, a group of lower-class citizens living in squalor at the back of the train are determined to get to the front of the train and spread the wealth around. Each section of the train holds new surprises for the group who have to battle their way through. A revolution is underway.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@._V1_SX300.jpg,11 Jul 2014,2013,Snowpiercer
37,2.8,"Spawn is an overbearing, over-violent film that adds little to the comic book adaptation genre.",19,4.0,1 win & 5 nominations.,tt0120177,5.2,34,"An assassin named Al Simmons is double-crossed and murdered by his evil boss Jason Wynn. Al makes a deal with the devil and returns to earth as Spawn to see his wife. He is ordered by the devil's minion, The Clown, to kill Wynn. Wynn has made a deal with the clown too and is suppose to destroy the world with a deadly virus that will help start Armageddon and allow Hell to attack Heaven. Spawn must choose between Good & Evil.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MDc1ODE5NV5BMl5BanBnXkFtZTcwNzk2NzAzMQ@@._V1._CR0,23,262,449_SX89_AL_.jpg_V1_SX300.jpg",01 Aug 1997,1997,Spawn
25,2.5,"Though its visuals are unique, The Spirit's plot is almost incomprehensible, the dialogue is ludicrously mannered, and the characters are unmemorable.",14,3.5,2 nominations.,tt0831887,4.8,30,"Down these mean streets a man must come. A hero born, murdered, and born again. When a Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City. The Octopus who kills anyone unfortunate enough to see his face who has other plans. He's going to wipe out the entire city. The Spirit tracks this cold hearted killer from the city's rundown warehouses, to the damp catacombs, to the windswept waterfront all the while facing a bevy of beautiful women who either want to seduce, love or kill the masked crusader.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDcyMTc1NzgwNF5BMl5BanBnXkFtZTcwNzUyMDUwMg@@._V1_SX300.jpg,25 Dec 2008,2008,The Spirit
56,3.3,"Super's intriguing premise and talented cast are drowned in a blood-red sea of graphic violence, jarring tonal shifts, and thinly written characters.",49,5.5,1 win.,tt1512235,6.8,50,"Frank Darrbo is a hapless fry cook. When his wife Sarah falls off the wagon and dumps him for Jacques, a drug dealer, Frank tries to get her back by reporting her kidnapped, grabbing her from Jacques' car, and wailing for her to return. After watching Christian TV and having a vision, he becomes a superhero to fight evil. He sews a costume, finds a weapon (a pipe wrench) and looks for crimes to stop. He has problems: his wrench inflicts real injury, so the cops want him for being a vigilante, his sense of boundaries is flawed, and Jacques' gang has guns. Libby, a clerk at a comic book store, becomes his sidekick, and it's time to go save Sarah. What chance do they have?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMDkxNjI1NF5BMl5BanBnXkFtZTcwMzE5Njc1NA@@._V1_SX300.jpg,10 Jun 2011,2010,Super
31,2.7,My Super Ex=Girlfriend is an only sporadically amusing spoof on the superhero genre that misses the mark with a nerd-turned-superwoman who embodies sexist clichés.,40,5.1,1 win & 1 nomination.,tt0465624,5.1,50,"In New York, when the shy and lonely project manager of a design firm Matt Saunders meets Jenny Johnson in the subway, he invites her to date and have dinner with him. Jenny immediately falls in love for him, they have sex and she discloses her true identity to him, telling that she is the powerful superhero G-Girl. After meeting his co-worker and friend Hannah Lewis, the needy Jenny becomes jealous, controlling and manipulative, and Matt follows the advice of his best friend Vaughn Haige and dumps her, breaking her heart. Jenny turns Matt's life into hell, while he has a romance with Hannah. However, the archenemy of G-Girl and former high school sweetheart of Jenny, Professor Bedlam, proposes Matt to lure Jenny to strip her superpowers.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4OTA4OTYyMl5BMl5BanBnXkFtZTcwMzU4NDQzMQ@@._V1_SX300.jpg,21 Jul 2006,2006,My Super Ex-Girlfriend
32,2.8,"Superhero Movie is not the worst of the spoof genre, but relies on tired gags and lame pop culture references all the same.",17,3.6,1 win.,tt0426592,4.5,33,"Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0Njc1MTU5Nl5BMl5BanBnXkFtZTcwMjA4NDE2MQ@@._V1_SX300.jpg,28 Mar 2008,2008,Superhero Movie
38,3.1,"Though it sports a slick look and feel, Surrogates fails to capitalize on a promising premise, relying instead on mindless action and a poor script.",39,5.4,N/A,tt0986263,6.3,45,"People are living their lives remotely from the safety of their own homes via robotic surrogates -- sexy, physically perfect mechanical representations of themselves. It's an ideal world where crime, pain, fear and consequences don't exist. When the first murder in years jolts this utopia, FBI agent Greer discovers a vast conspiracy behind the surrogate phenomenon and must abandon his own surrogate, risking his life to unravel the mystery.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_SX300.jpg,25 Sep 2009,2009,Surrogates
63,2.8,"While unconventional, Tank Girl isn't particularly clever or engaging, and none of the script's copious one-liners have any real zing.",38,4.9,N/A,tt0114614,5.2,N/A,"Tank Girl (Rebecca) and her friends are the only remaining citizens living in the wasteland that is Earth, where all the remaining water is controlled by Water and Power, the mega corporation/government that runs the territory. While incarcerated at W + P, Tank Girl and her new friend Jet Girl break out and steal... a tank and a jet. After meeting some mutant kangaroo/humans, and rescuing her little girl (adopted by her friends), the kangaroos and the girls kick Water and Powers' butt.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3ODMxNzU3NV5BMl5BanBnXkFtZTcwOTQzMTM3NA@@._V1_SX300.jpg,31 Mar 1995,1995,Tank Girl 
51,3.3,"Neither entertaining enough to recommend nor remarkably awful, Teenage Mutant Ninja Turtles may bear the distinction of being the dullest movie ever made about talking bipedal reptiles.",22,4.2,1 win & 10 nominations.,tt1291150,5.9,31,Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April O'Neil and her cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_SX300.jpg,08 Aug 2014,2014,Teenage Mutant Ninja Turtles
35,2.6,"It's no Terminator, but for those willing to suspend disbelief and rational thought, Timecop provides limited sci-fi action rewards.",43,5.2,1 win & 4 nominations.,tt0111438,5.8,48,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2OTg2MDY5M15BMl5BanBnXkFtZTcwNTIwOTM4OA@@._V1_SX300.jpg,16 Sep 1994,1994,Timecop
74,3.7,"Drawing deep from the classic Raiders of the Lost Ark playbook, Steven Spielberg has crafted another spirited, thrilling adventure in the form of Tintin.",75,7.0,Nominated for 1 Oscar. Another 22 wins & 59 nominations.,tt0983193,7.4,68,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDE5MDExNTQ1OF5BMl5BanBnXkFtZTcwMDIxMTM5Ng@@._V1_SX300.jpg,21 Dec 2011,2011,The Adventures of Tintin
51,3.3,"Neither entertaining enough to recommend nor remarkably awful, Teenage Mutant Ninja Turtles may bear the distinction of being the dullest movie ever made about talking bipedal reptiles.",22,4.2,1 win & 10 nominations.,tt1291150,5.9,31,Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April O'Neil and her cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_SX300.jpg,08 Aug 2014,2014,Teenage Mutant Ninja Turtles (2014)
49,3.2,"Teenage Mutant Ninja Turtles: Out of the Shadows is a slight improvement over its predecessor, but still lacks the wit or anarchic energy of the comics that birthed the franchise.",38,4.7,2 nominations.,tt3949660,6.1,40,"The Turtles continue to live in the shadows and no one knows they were the ones who took down Shredder. And Vernon is the one everyone thinks is the one who took Shredder down. April O'Neill does some snooping and learns a scientist named, Baxter Stockman is working for Shredder. He plans to break him out while he's being transported. April tells the turtles who try to stop it but can't. Stockman tries to teleport Shredder but he some how ends up in another dimension and meets a warlord named Krang who instructs Shredder to assemble a teleportation device he sent to Earth a long time ago. He gives Shredder some mutagen which he uses to transform two criminals who were also in the transport with him, Rock Steady and Bebop into mutants. And they set out to find the device. April saw the transformation while investigating Stockman, She would take the mutagen and she would be chased by Shredder's minions, the Foot Clan. He is saved by a man named Casey Jones who was the one who transporting Shredder. The Turtles show up and they try to work together. In the melee the mutagen ends up with the police. Knowing Shredder will try and get it back, April tries to get it first she asks Vern to help. Eventually she and Casey are arrested. The Turtles get the mutagen and Donatello analyzes it learns it could make them human, which he tells Leonardo who tells him to forget it and not to tell the others. But Michelangelo tells Raphael who feels that Leonardo doesn't respect them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4NDQ0NTYyMV5BMl5BanBnXkFtZTgwNTIxMjY3ODE@._V1_SX300.jpg,03 Jun 2016,2016,Teenage Mutant Ninja Turtles: Out of the Shadow
34,2.7,"It's a case of one sequel too many for the heroes in a half shell, with a tired time-travel plot gimmick failing to save the franchise from rapidly diminishing returns.",21,3.9,1 win.,tt0108308,4.8,N/A,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NjU1OTE4MTJeQTJeQWpwZ15BbWU3MDc1OTEzMjE@._V1_SX300.jpg,19 Mar 1993,1993,Teenage Mutant Ninja Turtles III
60,3.2,"TMNT's art direction is splendid, but the plot is non-existent and the dialogue lacks the irony and goofy wit of the earlier TMNT movies.",34,5.0,2 nominations.,tt0453556,6.3,41,"After the defeat of their old arch nemesis, The Shredder, the Turtles are needed more than ever, but Raphael, Donatello, and Michelangelo have become lost and direction less. Leonardo has gone to Central America, on the orders of the martial arts master and father figure Master Splinter, for training. Donatello and Michelangelo have started small businesses in Leonardo's absence. Meanwhile, strange things are happening in New York City. An army of ancient creatures threatens to take over the world and the Turtles must unite again to save it.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MzcwNTE5OV5BMl5BanBnXkFtZTcwMTIxNzQ0MQ@@._V1_SX300.jpg,23 Mar 2007,2007,TMNT
67,3.1,"Not only is the movie's juvenile dialogue unbearable for adults, but the turtles' dopey and casual attitude towards physical violence makes them poor kids' role models.",32,4.5,3 wins & 1 nomination.,tt0103060,6.0,N/A,"The turtles find out where the Ooze, the substance which made them mutate, came from. Unfortunately Shredder learns about it too, and uses it to enhance himself. So the turtles have to prove again who's the better ninja fighter.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNTE4NzQwMF5BMl5BanBnXkFtZTcwNjU4MDIyMQ@@._V1_SX300.jpg,22 Mar 1991,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
21,2.4,"Despite its great special effects, this movie's predictability greatly undermines its intensity.",9,3.1,N/A,tt0120458,4.8,19,"When a typhoon cripples their boat, the crew sails into the eye of the storm, where they discover a high-tech Russian communications and research vessel adrift. Only one Russian crew member is still alive, raving about ""intelligent lightning."" They soon discover that an alien life form has taken over the ship's computers and is churning out mechanical warriors. With their own boat destroyed, the crew must battle the creature as the ship reenters the storm.",https://images-na.ssl-images-amazon.com/images/M/MV5BNGRiMmNmZGMtOGMwZi00MjMwLTkzZTQtNDViODE2ZmFiZWUzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,15 Jan 1999,1999,Virus
69,3.6,"Wanted is stylish, energetic popcorn fare with witty performances from Angelina Jolie (playing an expert assassin), James McAvoy, and Morgan Freeman that help to distract from its absurdly over-the-top plot.",72,6.6,Nominated for 2 Oscars. Another 3 wins & 20 nominations.,tt0493464,6.7,64,"A young man finds out his long lost father is an assassin. When his father is murdered, the son is recruited into his father's old organization and trained by a man named Sloan to follow in his dad's footsteps.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_SX300.jpg,27 Jun 2008,2008,Wanted
21,2.3,"Kate Beckinsale is as lovely as ever, and does her best with the material, but moribund pacing and an uninspired plot leave Whiteout in the cold.",7,3.5,N/A,tt0365929,5.5,N/A,"U.S. Marshal Carrie Stetko is three days from the end of her tour at an international research station in Antarctica after which she'll resign. An incident from her past haunts her. The continent's first winter storm is coming when a body, wearing no gear, is discovered in the tundra. She investigates, soon finds more bodies, and must find a motive and a murderer before the storm and her departure. A U.N. agent, Robert Pryce, appears, seemingly out of nowhere, to help. An aging physician about to retire, a nervous mission chief, a downed Soviet plane, and the weather's deadly elements add to the story. Can Carrie trust Pryce and does she still have what it takes?",https://images-na.ssl-images-amazon.com/images/M/MV5BNTEyMDgwNzU1NF5BMl5BanBnXkFtZTcwMDkxMzI4Mg@@._V1_SX300.jpg,11 Sep 2009,2009,Whiteout
